ID,問題,答え
1147,"SC-HR07H-PM
問1

SASTツールとは
","SASTツールとは、ソースコードを実行せずに解析し、脆弱性やセキュリティ上の問題を検出するツールのことです。

SASTは
Static Application Security Testing（静的アプリケーションセキュリティテスト）
の略です。

主な特徴は次のとおりです。

・プログラムを実行せず、ソースコードやバイトコードを解析する
・SQLインジェクション、XSS、認証不備などの脆弱性の原因となる記述を検出できる
・開発の早い段階（実装中、ビルド時）で利用できる
・CI/CDパイプラインに組み込みやすい
"
1148,"SC-HR07H-PM
問4


設問1(2)
あなたの解答：Fアプリのコード中に定数として定義されている。

正解：Fアプリを解析し，暗号化されたアクセスキー並びに共通鍵及び初期ベクトルを入手し，暗号化されたアクセスキーをAES-CBCで復号する。

判定：×

","理由：「定数として平文で入っている」ではなく、「暗号化されたアクセスキー＋復号に必要な共通鍵とIVを取り出してAES-CBCで復号する」が要点です。暗号化・復号という肝心の流れが抜けています。
どう書くべきか：AES-CBCで復号する（共通鍵とIVを使う）まで書くと安全です。

あなたの答案
「Fアプリのコード中に定数として定義されている」は、
・情報の所在
は述べていますが、
・取得方法の核心（AES-CBCで復号する）
が書かれていません。
"
1149,"SC-HR07H-PM
問4

この親ドメインは？
https://www.a-sha.co.jp.k-sha.co.jp/
","このURLの親ドメインは k-sha.co.jp です。
"
1150,"SC-HR04H-PM１
問１

メールヘッダーインジェクション対策は
","・メールアドレス
・件名（Subject）
に キャリッジリターン（CR）やラインフィード（LF）を含めることは仕様上も禁止 されています。

「メールヘッダからすべてのキャリジリターンを抜く」
のではなく、

「利用者入力に含まれるキャリジリターンやラインフィードを許可しない」
"
1151,"SC-HR04H-PM１
問2

あなたの解答：OSコマンドがPOSTメソッドのボディに書かれていたから。

正解：POSTメソッドで送信したボディがアクセスログに残っていなかったから 

判定：×
","理由：問われているのは「なぜログから追えなかったか（残っていなかったか）」で、★★★正解はアクセスログに残らない点です。「POSTボディに書かれていた」は事実の説明であって、ログに残らない理由になっていません。
"
1152,"SC-HR04H-PM１
問2

あなたの解答：sudoコマンドを使用してtarコマンドを実行できないように設定する。

正解：sudoコマンドの設定ファイルで，tarコマンドのオプションを受け付けないように設定する。

判定：△
","理由：sudo設定でtarを縛る方向性は合っていますが、正解の要点は「tar自体を禁止」ではなく「危険なオプションを受け付けない（許さない）ようにする」です。制御の粒度が違います。

"
1153,"SC-HR7H-PM
問4

どのような調査で分かったか？

表6の結果については, SSH では接続できませんでしたが,公開サービス は Web だけが稼働しているようだということが, X, Y, Z サービス以外の2調査から分かりました。
","【正解】　ポートスキャンでWebのポートだけが開いていることを確認する。

文章が長くて読み取れなかた。「稼働しているようだ」が問題なのだからポートスキャン。"
1154,"SC-HR7H-PM
問4

別の調査とは

多くの脆弱性が内在しているようだということが,  別の調査から分かりました。
","【正解】　脆弱性スキャナーを実行して、脆弱性の有無を確認する。

「脆弱性スキャナー」「脆弱性検出ツール」　← これは覚える必要あり。"
1155,"SC-HR7H-PM
問4

あなたの解答：
継続する場合：K事業部としてFQDNをDNSのCNAMEレコードに入れる。
継続しない場合：FQDNをDNSのCNAMEレコードから削除する。

正解：
する場合：一旦サービスを停止し、脆弱性を修正後に再開する。
しない場合：速やかにネットワークから切り離し、機器を廃棄する。

判定：×
","問題文には「具体的に述べよ」がある。これがミソ。具体的はサーバの話。

判定：×
理由：
本設問は「サーバの扱い（運用継続／廃止）に応じたセキュリティ対応」を問うています。DNS設定の変更ではなく、サービス停止・修正・廃棄といった運用面の対応を書く必要があります。
"
1156,"SC-HR6H-PM
問1

あなたの解答：ヘッダの署名アルゴリズムが正しいこと
正解：JWTヘッダ内のalgに指定された値が「NONEでない」ことを検証
判定：△

","理由：「ヘッダのalgを見る」という方向性は近いのですが、設問の肝は「NONEを指定して署名検証を回避する改ざん」を防ぐために、algがNONEでないことを明示的に検証する点です。「正しいこと」だと、何を条件に弾くのか（NONEの排除）が採点上弱くなります。
"
1157,"SC-HR6H-PM
問1

あなたの解答：ログイン成功までの利用者ID連続入力回数の制限値
正解：連続失敗回数がしきい値を超えたらアカウントをロックする処理
判定：×
理由：「入力回数の制限」ではなく、「失敗回数を数えて、しきい値超過でアカウントロック」という対策内容が求められています。成功までのID入力回数という表現だと、失敗回数・ロック処理の要点が抜けます。

","2. あなたの表現が示してしまう挙動
「ログイン成功までの利用者ID連続入力回数の制限値」

この表現だと、システムの動きとしては次のようにも読めます。

・一定回数入力したら、それ以上入力できなくする
・成功したかどうかは副次的
・ロックという強制的な制御が読み取れない

3. 正解が強調しているポイント
解答例は、あえて次の3点を明示しています。

失敗回数を数える

しきい値を超えたら

アカウントをロックする"
